idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,20.05,0,0,0,20
2,1,0,0,6.32,0,0,0,20
3,3,0,0,16.26,0,0,0,20
4,3,0,1,19.35,0,0,0,20
5,6,0,1,17.21,0,0,0,20
6,6,0,2,13.07,0,0,0,20
7,3,0,2,23.82,0,0,1,20
8,5,0,0,7.82,1,0,0,20
9,2,0,0,6.26,2,0,0,20
10,5,0,1,13.12,3,0,0,20
11,5,0,2,21.62,4,0,0,20
12,6,0,3,18.07,5,0,0,20
13,2,0,1,7.52,6,0,0,20
14,2,0,2,6.34,7,0,0,20
15,5,0,3,14.49,8,0,0,20
16,2,0,3,10.9,9,0,0,20
17,2,0,4,9.43,10,0,0,20
18,1,0,1,12.21,11,0,0,20
19,5,0,4,15.68,12,0,0,20
20,4,0,0,8.8,13,0,0,20
21,1,0,2,14.38,14,0,0,20
22,4,0,1,13.74,15,0,0,20
23,4,0,2,13.68,16,0,0,20
24,1,0,3,14.44,17,0,0,20
25,4,0,3,12.22,18,0,0,20
26,4,0,4,8.02,19,0,0,20
27,1,0,4,5.77,20,0,0,20
