idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,0,5.2,0,0,0,20
2,2,0,0,13.68,0,0,0,20
3,2,0,1,7.26,0,0,0,20
4,3,0,4,16.04,0,0,1,20
5,3,0,1,8.92,0,0,0,20
6,3,0,2,10.43,0,0,0,20
7,3,0,3,12.58,0,0,1,20
8,5,0,0,10.47,1,0,0,20
9,4,0,0,8.58,2,0,0,20
10,5,0,1,22.2,3,0,0,20
11,5,0,2,15.44,4,0,0,20
12,6,0,0,12.92,5,0,0,20
13,4,0,1,8.27,6,0,0,20
14,4,0,2,8.52,7,0,0,20
15,5,0,3,21.15,8,0,0,20
16,5,0,4,22.31,9,0,0,20
17,4,0,3,9.95,10,0,0,20
18,6,0,1,17.16,11,0,0,20
19,4,0,4,17.84,12,0,0,20
20,1,0,0,5.9,13,0,0,20
21,2,0,2,16.59,14,0,0,20
22,1,0,1,9.31,15,0,0,20
23,1,0,2,12.39,16,0,0,20
24,1,0,3,10.17,17,0,0,20
25,6,0,2,23.6,18,0,0,20
26,1,0,4,13.21,19,0,0,20
27,6,0,3,22.04,20,0,0,20
