idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,3,22.25,1,122.25,0,1,20
2,3,0,1,5.04,2,205.04,0,1,20
3,5,0,0,14.81,1,114.81,0,0,20
4,3,0,2,21.11,2,221.11,0,1,20
5,5,0,2,17.15,1,117.15,0,1,20
6,5,0,1,15.58,1,115.58,0,1,20
7,5,0,4,23.67,3,323.67,0,1,20
8,3,0,4,18.37,3,318.37,0,1,20
9,3,0,0,5.34,0,5.34,0,0,20
10,3,0,3,21.54,2,221.54,0,1,20
11,1,0,0,10.47,2,210.47,1,0,20
12,2,0,0,17.2,1,117.2,2,0,20
13,1,0,1,12.08,3,312.08,3,0,20
14,2,0,1,10.21,3,310.21,4,0,20
15,4,0,0,12.39,2,212.39,5,0,20
16,4,0,1,5.13,3,305.13,6,0,20
17,1,0,2,14.6,3,314.6,7,0,20
18,4,0,2,9.42,3,309.42,8,0,20
19,6,0,0,20.02,1,120.02,9,0,20
20,6,0,1,8.1,0,8.1,10,0,20
21,6,0,2,5.15,1,105.15,11,0,20
22,6,0,3,12.48,1,112.48,12,0,20
23,6,0,4,10.76,1,110.76,13,0,20
