idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,14.37,0,14.37,0,0,20
2,2,0,4,20.6,3,320.6,0,1,20
3,2,0,1,12.61,2,212.61,0,0,20
4,2,0,3,20.37,3,320.37,0,1,20
5,1,0,4,20.22,2,220.22,0,1,20
6,2,0,2,6.62,3,306.62,0,0,20
7,1,0,1,9.97,1,109.97,0,1,20
8,1,0,0,5.66,0,5.66,0,1,20
9,1,0,2,17.05,1,117.05,0,1,20
10,1,0,3,15.12,2,215.12,0,1,20
11,3,0,0,22.15,3,322.15,1,0,20
12,4,0,0,22.13,1,122.13,2,0,20
13,4,0,1,8.18,3,308.18,3,0,20
14,5,0,0,21.34,0,21.34,4,0,20
15,6,0,0,15.52,0,15.52,5,0,20
16,4,0,2,16.31,3,316.31,6,0,20
17,5,0,1,15.61,3,315.61,7,0,20
18,6,0,1,6.71,1,106.71,8,0,20
19,6,0,2,12.9,0,12.9,9,0,20
20,6,0,3,9.75,3,309.75,10,0,20
21,5,0,2,6.91,2,206.91,11,0,20
22,5,0,3,5.02,0,5.02,12,0,20
23,5,0,4,13.69,0,13.69,13,0,20
