idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,3,0,0,9.32,0,0,20,0,9.32
2,4,0,0,7.75,0,0,20,2,207.75
3,4,0,2,21.11,0,1,20,3,321.11
4,1,0,2,5.08,0,1,20,2,205.08
5,4,0,1,12.88,0,0,20,2,212.88
6,1,0,3,7.34,0,1,20,2,207.34
7,2,0,1,10.28,0,1,20,1,110.28
8,1,0,0,10.81,0,0,20,1,110.81
9,2,0,0,20.58,0,0,20,0,20.58
10,1,0,1,14.79,0,0,20,1,114.78999999999999
11,2,0,2,18.28,1,0,20,1,118.28
12,3,0,1,6.82,2,0,20,1,106.82
13,1,0,4,12.96,3,0,20,2,212.96
14,3,0,2,13.83,4,0,20,1,113.83
15,5,0,0,23.43,5,0,20,0,23.43
16,6,0,0,20.95,6,0,20,0,20.95
17,6,0,1,20.54,7,0,20,0,20.54
18,2,0,3,14.47,8,0,20,3,314.47
19,5,0,1,5.67,9,0,20,1,105.67
20,6,0,2,9.71,10,0,20,0,9.71
21,6,0,3,19.22,11,0,20,0,19.22
22,5,0,2,11.96,12,0,20,1,111.96000000000001
23,3,0,3,8.11,13,0,20,2,208.11
