idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,3,6.97,3,306.97,0,1,20
2,1,0,0,13.24,3,313.24,0,0,20
3,2,0,0,16.29,0,16.29,0,1,20
4,5,0,2,20.34,2,220.34,0,1,20
5,5,0,0,18.48,3,318.48,0,0,20
6,5,0,1,19.13,2,219.13,0,0,20
7,1,0,1,14.42,0,14.42,0,0,20
8,5,0,4,12.71,3,312.71,0,1,20
9,1,0,2,10.13,2,210.13,0,0,20
10,1,0,3,14.89,3,314.89,0,0,20
11,3,0,0,11.99,0,11.99,1,0,20
12,2,0,1,8.65,1,108.65,2,0,20
13,3,0,1,18.83,0,18.83,3,0,20
14,3,0,2,7.05,1,107.05,4,0,20
15,2,0,2,14.15,3,314.15,5,0,20
16,4,0,0,7.87,0,7.87,6,0,20
17,4,0,1,18.83,0,18.83,7,0,20
18,1,0,4,16.92,3,316.92,8,0,20
19,3,0,3,12.44,2,212.44,9,0,20
20,3,0,4,11.86,3,311.86,10,0,20
21,2,0,3,16.27,3,316.27,11,0,20
22,2,0,4,21.59,3,321.59,12,0,20
23,4,0,2,11.0,3,311.0,13,0,20
