idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,18.68,2,218.68,0,0,20
2,2,0,0,12.67,3,312.67,0,0,20
3,6,0,2,16.13,2,216.13,0,1,20
4,6,0,1,9.92,2,209.92,0,0,20
5,2,0,1,14.65,0,14.65,0,0,20
6,6,0,3,6.15,3,306.15,0,1,20
7,2,0,4,14.83,3,314.83,0,1,20
8,2,0,3,16.59,0,16.59,0,1,20
9,6,0,4,10.38,3,310.38,0,1,20
10,2,0,2,12.57,0,12.57,0,0,20
11,1,0,0,19.66,3,319.66,1,0,20
12,3,0,0,14.34,1,114.34,2,0,20
13,3,0,1,5.11,3,305.11,3,0,20
14,3,0,2,17.35,3,317.35,4,0,20
15,4,0,0,8.56,1,108.56,5,0,20
16,5,0,0,22.91,0,22.91,6,0,20
17,4,0,1,5.39,2,205.39,7,0,20
18,4,0,2,15.14,2,215.14,8,0,20
19,5,0,1,10.01,1,110.01,9,0,20
20,4,0,3,11.74,3,311.74,10,0,20
21,3,0,3,17.56,3,317.56,11,0,20
22,5,0,2,7.32,1,107.32,12,0,20
23,5,0,3,17.58,2,217.57999999999998,13,0,20
