idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,11.71,3,311.71,0,0,20
2,6,0,0,5.06,0,5.06,0,0,20
3,5,0,3,22.99,1,122.99,0,1,20
4,3,0,0,16.14,2,216.14,0,0,20
5,6,0,2,18.48,2,218.48,0,2,20
6,3,0,1,6.65,3,306.65,0,0,20
7,5,0,1,5.64,0,5.64,0,0,20
8,5,0,2,6.59,0,6.59,0,0,20
9,6,0,1,11.06,2,211.06,0,0,20
10,3,0,2,20.22,3,320.22,0,1,20
11,1,0,0,18.35,1,118.35,1,0,20
12,6,0,3,12.86,3,312.86,2,0,20
13,2,0,0,5.38,1,105.38,3,0,20
14,4,0,0,6.45,0,6.45,4,0,20
15,2,0,1,13.23,1,113.23,5,0,20
16,5,0,4,10.47,3,310.47,6,0,20
17,4,0,1,12.08,0,12.08,7,0,20
18,4,0,2,8.53,1,108.53,8,0,20
19,1,0,1,12.97,2,212.97,9,0,20
20,1,0,2,6.72,3,306.72,10,0,20
21,4,0,3,15.86,0,15.86,11,0,20
22,6,0,4,15.25,3,315.25,12,0,20
23,1,0,3,11.58,3,311.58,13,0,20
