idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,6,0,1,10.35,0,1,20,1,110.35
2,6,0,0,17.53,0,0,20,0,17.53
3,2,0,0,12.72,0,0,20,3,312.72
4,2,0,3,11.2,0,1,20,3,311.2
5,2,0,1,21.38,0,0,20,2,221.38
6,6,0,3,7.22,0,1,20,2,207.22
7,1,0,0,23.78,0,1,20,0,23.78
8,1,0,1,16.78,0,1,20,1,116.78
9,6,0,2,17.25,0,1,20,1,117.25
10,2,0,2,10.48,0,2,20,3,310.48
11,1,0,2,23.53,1,0,20,2,223.53
12,3,0,0,13.35,2,0,20,2,213.35
13,4,0,0,23.6,3,0,20,0,23.6
14,4,0,1,23.75,4,0,20,1,123.75
15,5,0,0,8.19,5,0,20,0,8.19
16,2,0,4,22.55,6,0,20,3,322.55
17,5,0,1,20.6,7,0,20,0,20.6
18,1,0,3,9.6,8,0,20,3,309.6
19,5,0,2,23.83,9,0,20,0,23.83
20,1,0,4,23.29,10,0,20,3,323.29
21,3,0,1,17.66,11,0,20,2,217.66
22,3,0,2,21.82,12,0,20,2,221.82
23,3,0,3,15.54,13,0,20,3,315.54
