idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,19.55,3,319.55,0,0,20
2,6,0,4,17.99,3,317.99,0,1,20
3,2,0,2,21.32,3,321.32,0,1,20
4,6,0,1,19.0,2,219.0,0,0,20
5,4,0,1,13.43,0,13.43,0,1,20
6,6,0,2,10.93,2,210.93,0,0,20
7,4,0,0,12.42,0,12.42,0,0,20
8,2,0,0,6.71,1,106.71,0,0,20
9,2,0,1,16.9,1,116.9,0,1,20
10,6,0,3,16.99,3,316.99,0,1,20
11,1,0,0,15.09,1,115.09,1,0,20
12,1,0,1,9.93,2,209.93,2,0,20
13,3,0,0,15.6,1,115.6,3,0,20
14,1,0,2,11.54,2,211.54,4,0,20
15,4,0,2,6.05,1,106.05,5,0,20
16,5,0,0,10.07,0,10.07,6,0,20
17,5,0,1,13.3,1,113.3,7,0,20
18,1,0,3,15.07,3,315.07,8,0,20
19,3,0,1,12.79,2,212.79,9,0,20
20,4,0,3,18.19,0,18.19,10,0,20
21,3,0,2,6.21,3,306.21,11,0,20
22,2,0,3,23.34,3,323.34,12,0,20
23,5,0,2,22.92,2,222.92000000000002,13,0,20
