idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,16.97,3,316.97,0,0,20
2,3,0,1,15.41,3,315.41,0,0,20
3,1,0,0,14.84,1,114.84,0,0,20
4,3,0,4,16.56,3,316.56,0,1,20
5,1,0,1,8.03,1,108.03,0,0,20
6,3,0,3,11.09,3,311.09,0,1,20
7,4,0,0,8.05,0,8.05,0,1,20
8,1,0,2,9.44,1,109.44,0,1,20
9,3,0,2,22.51,2,222.51,0,0,20
10,4,0,1,17.97,0,17.97,0,1,20
11,4,0,2,7.22,3,307.22,1,0,20
12,2,0,0,23.76,0,23.76,2,0,20
13,4,0,3,23.5,3,323.5,3,0,20
14,5,0,0,14.41,0,14.41,4,0,20
15,2,0,1,7.82,2,207.82,5,0,20
16,2,0,2,13.78,3,313.78,6,0,20
17,4,0,4,23.57,3,323.57,7,0,20
18,1,0,3,21.63,2,221.63,8,0,20
19,5,0,1,16.96,0,16.96,9,0,20
20,5,0,2,12.07,2,212.07,10,0,20
21,6,0,0,9.56,0,9.56,11,0,20
22,6,0,1,11.8,2,211.8,12,0,20
23,2,0,3,14.2,3,314.2,13,0,20
