idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,4,19.54,0,0,1,20
2,1,0,2,13.62,0,0,1,20
3,1,0,1,10.13,0,0,1,20
4,1,0,3,19.2,0,0,1,20
5,1,0,0,5.92,0,0,1,20
6,2,0,0,6.32,1,0,0,20
7,6,0,0,22.46,2,0,0,20
8,4,0,0,12.34,3,0,0,20
9,2,0,1,10.92,4,0,0,20
10,4,0,1,21.49,5,0,0,20
11,2,0,2,17.19,6,0,0,20
12,2,0,3,18.14,7,0,0,20
13,2,0,4,21.31,8,0,0,20
14,3,0,0,8.64,9,0,0,20
15,5,0,0,19.67,10,0,0,20
16,3,0,1,13.03,11,0,0,20
17,3,0,2,14.22,12,0,0,20
18,3,0,3,19.34,13,0,0,20
19,3,0,4,5.91,14,0,0,20
20,5,0,1,19.32,15,0,0,20
