idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,13.14,0,0,0,20
2,6,0,1,16.52,0,0,0,20
3,1,0,0,14.89,0,0,0,20
4,1,0,2,20.39,0,0,1,20
5,1,0,1,16.69,0,0,0,20
6,2,0,0,21.06,1,0,0,20
7,3,0,0,20.81,2,0,0,20
8,2,0,1,8.67,3,0,0,20
9,2,0,2,9.23,4,0,0,20
10,3,0,1,10.0,5,0,0,20
11,5,0,0,17.58,6,0,0,20
12,2,0,3,13.53,7,0,0,20
13,4,0,0,10.19,8,0,0,20
14,2,0,4,20.44,9,0,0,20
15,3,0,2,15.01,10,0,0,20
16,3,0,3,19.29,11,0,0,20
17,5,0,1,20.09,12,0,0,20
18,4,0,1,14.12,13,0,0,20
19,4,0,2,5.96,14,0,0,20
20,4,0,3,9.28,15,0,0,20
