idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,6.68,0,0,0,20
2,3,0,4,18.21,0,0,1,20
3,3,0,3,13.59,0,0,1,20
4,6,0,4,23.69,0,0,1,20
5,6,0,1,9.55,0,0,1,20
6,3,0,0,18.03,0,0,0,20
7,6,0,3,22.59,0,0,1,20
8,6,0,2,21.72,0,0,1,20
9,3,0,1,14.61,0,0,0,20
10,3,0,2,13.46,0,0,0,20
11,4,0,0,17.21,1,0,0,20
12,1,0,0,7.41,2,0,0,20
13,1,0,1,6.88,3,0,0,20
14,4,0,1,20.88,4,0,0,20
15,2,0,0,8.51,5,0,0,20
16,4,0,2,22.02,6,0,0,20
17,1,0,2,9.51,7,0,0,20
18,1,0,3,14.46,8,0,0,20
19,1,0,4,17.21,9,0,0,20
20,2,0,1,9.03,10,0,0,20
