idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,22.23,0,0,0,20
2,2,0,3,19.91,0,0,1,20
3,4,0,0,10.72,0,0,0,20
4,4,0,1,8.62,0,0,0,20
5,1,0,1,19.3,0,0,0,20
6,2,0,1,13.52,0,0,1,20
7,1,0,2,23.79,0,0,0,20
8,2,0,0,9.86,0,0,0,20
9,2,0,4,22.89,0,0,1,20
10,2,0,2,17.6,0,0,1,20
11,5,0,0,10.22,1,0,0,20
12,6,0,0,18.09,2,0,0,20
13,5,0,1,10.26,3,0,0,20
14,5,0,2,16.21,4,0,0,20
15,3,0,0,5.54,5,0,0,20
16,4,0,2,11.22,6,0,0,20
17,3,0,1,8.73,7,0,0,20
18,5,0,3,17.49,8,0,0,20
19,3,0,2,6.55,9,0,0,20
20,6,0,1,22.56,10,0,0,20
