idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,4,22.93,0,0,1,20
2,3,0,0,9.69,0,0,0,20
3,3,0,1,9.46,0,0,0,20
4,3,0,2,17.83,0,0,0,20
5,1,0,0,8.71,0,0,1,20
6,2,0,0,11.3,0,0,0,20
7,3,0,3,16.65,0,0,0,20
8,1,0,2,14.71,0,0,1,20
9,1,0,3,23.82,0,0,1,20
10,1,0,1,10.28,0,0,1,20
11,2,0,1,18.36,1,0,0,20
12,6,0,0,15.64,2,0,0,20
13,4,0,0,14.24,3,0,0,20
14,4,0,1,5.07,4,0,0,20
15,4,0,2,14.1,5,0,0,20
16,2,0,2,19.42,6,0,0,20
17,5,0,0,8.99,7,0,0,20
18,5,0,1,6.82,8,0,0,20
19,5,0,2,11.63,9,0,0,20
20,6,0,1,18.67,10,0,0,20
