idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,5.45,2,205.45,0,0,20
2,6,0,0,22.66,3,322.66,0,0,20
3,5,0,0,8.15,1,108.15,0,0,20
4,3,0,4,22.34,3,322.34,0,1,20
5,5,0,1,15.66,3,315.66,0,0,20
6,6,0,1,17.09,2,217.09,0,0,20
7,1,0,2,21.76,0,21.76,0,1,20
8,5,0,2,9.66,2,209.66,0,0,20
9,3,0,3,21.97,3,321.97,0,1,20
10,3,0,2,11.57,3,311.57,0,1,20
11,5,0,3,15.58,2,215.58,0,0,20
12,3,0,1,15.24,2,215.24,0,0,20
13,1,0,1,18.49,0,18.49,0,1,20
14,6,0,2,17.16,2,217.16,0,2,20
15,1,0,0,7.95,0,7.95,0,0,20
16,2,0,0,12.15,2,212.15,1,0,20
17,4,0,0,21.42,0,21.42,2,0,20
18,6,0,3,6.58,3,306.58,3,0,20
19,4,0,1,18.09,1,118.09,4,0,20
20,4,0,2,23.41,0,23.41,5,0,20
21,4,0,3,8.39,1,108.39,6,0,20
22,4,0,4,15.56,0,15.56,7,0,20
23,2,0,1,12.48,2,212.48,8,0,20
