idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,8.01,1,108.01,0,0,20
2,4,0,0,21.67,2,221.67000000000002,0,0,20
3,3,0,4,20.19,1,120.19,0,2,20
4,3,0,0,10.23,0,10.23,0,0,20
5,2,0,1,20.3,2,220.3,0,0,20
6,2,0,2,21.66,1,121.66,0,0,20
7,3,0,1,5.74,0,5.74,0,0,20
8,1,0,2,10.96,1,110.96000000000001,0,1,20
9,3,0,2,10.41,1,110.41,0,0,20
10,1,0,1,21.68,0,21.68,0,1,20
11,1,0,0,6.99,0,6.99,0,1,20
12,4,0,1,12.33,3,312.33,0,1,20
13,3,0,3,12.51,1,112.51,0,0,20
14,2,0,3,14.89,2,214.89,0,2,20
15,2,0,4,20.71,2,220.71,0,1,20
16,1,0,3,8.39,2,208.39,1,0,20
17,4,0,2,21.61,3,321.61,2,0,20
18,1,0,4,6.58,3,306.58,3,0,20
19,5,0,0,5.66,2,205.66,4,0,20
20,6,0,0,17.23,1,117.23,5,0,20
21,6,0,1,23.5,1,123.5,6,0,20
22,6,0,2,15.84,0,15.84,7,0,20
23,5,0,1,7.64,1,107.64,8,0,20
