idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,4,18.33,3,318.33,0,1,20
2,2,0,0,16.16,1,116.16,0,0,20
3,6,0,0,10.7,3,310.7,0,0,20
4,6,0,1,22.08,2,222.07999999999998,0,0,20
5,2,0,1,12.98,0,12.98,0,0,20
6,5,0,1,7.62,1,107.62,0,1,20
7,5,0,0,12.3,0,12.3,0,1,20
8,6,0,2,18.53,2,218.53,0,0,20
9,2,0,2,10.11,1,110.11,0,0,20
10,4,0,0,22.99,3,322.99,0,0,20
11,2,0,4,15.26,1,115.26,0,1,20
12,2,0,3,11.11,1,111.11,0,1,20
13,6,0,3,23.12,2,223.12,0,1,20
14,5,0,2,20.05,1,120.05,0,1,20
15,4,0,1,20.33,3,320.33,0,0,20
16,5,0,3,22.1,1,122.1,1,0,20
17,5,0,4,21.93,2,221.93,2,0,20
18,4,0,2,23.04,3,323.04,3,0,20
19,1,0,0,22.2,2,222.2,4,0,20
20,1,0,1,10.11,3,310.11,5,0,20
21,3,0,0,9.87,3,309.87,6,0,20
22,3,0,1,23.42,2,223.42000000000002,7,0,20
23,3,0,2,5.74,0,5.74,8,0,20
