idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,4,16.14,1,116.14,0,1,20
2,3,0,2,14.65,0,14.65,0,1,20
3,1,0,0,18.64,2,218.64,0,0,20
4,6,0,3,19.59,3,319.59,0,1,20
5,4,0,0,15.92,3,315.92,0,0,20
6,3,0,0,5.08,2,205.08,0,0,20
7,6,0,0,13.73,0,13.73,0,0,20
8,4,0,1,15.46,0,15.46,0,0,20
9,6,0,2,20.26,2,220.26,0,1,20
10,4,0,3,15.03,1,115.03,0,1,20
11,6,0,1,5.73,2,205.73,0,0,20
12,3,0,4,15.11,0,15.11,0,1,20
13,4,0,2,21.93,0,21.93,0,1,20
14,3,0,3,14.79,0,14.79,0,1,20
15,3,0,1,9.06,0,9.06,0,0,20
16,2,0,0,6.84,2,206.84,1,0,20
17,5,0,0,9.22,0,9.22,2,0,20
18,1,0,1,9.98,3,309.98,3,0,20
19,1,0,2,17.37,3,317.37,4,0,20
20,2,0,1,21.26,3,321.26,5,0,20
21,5,0,1,12.46,2,212.46,6,0,20
22,5,0,2,7.56,0,7.56,7,0,20
23,1,0,3,19.55,3,319.55,8,0,20
