idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,5,0,4,14.28,0,1,20,3,314.28
2,5,0,3,19.35,0,1,20,2,219.35
3,6,0,0,21.42,0,0,20,3,321.42
4,3,0,4,23.33,0,1,20,2,223.32999999999998
5,5,0,0,14.52,0,0,20,1,114.52
6,5,0,2,6.0,0,1,20,1,106.0
7,3,0,3,21.05,0,2,20,2,221.05
8,6,0,3,17.99,0,1,20,1,117.99
9,6,0,1,23.6,0,0,20,0,23.6
10,5,0,1,5.27,0,0,20,0,5.27
11,3,0,2,18.45,0,1,20,2,218.45
12,3,0,1,6.05,0,1,20,1,106.05
13,6,0,2,9.31,0,1,20,1,109.31
14,3,0,0,18.48,0,1,20,0,18.48
15,6,0,4,23.55,0,1,20,1,123.55
16,1,0,0,14.11,1,0,20,3,314.11
17,1,0,1,18.75,2,0,20,3,318.75
18,2,0,0,18.15,3,0,20,1,118.15
19,2,0,1,5.2,4,0,20,3,305.2
20,4,0,0,8.58,5,0,20,0,8.58
21,4,0,1,13.9,6,0,20,1,113.9
22,4,0,2,12.03,7,0,20,2,212.03
23,2,0,2,16.29,8,0,20,3,316.29
