idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,5,0,3,18.94,0,2,20,2,218.94
2,2,0,0,13.97,0,0,20,3,313.97
3,2,0,1,14.21,0,0,20,3,314.21
4,5,0,2,18.85,0,1,20,2,218.85
5,2,0,2,10.5,0,0,20,2,210.5
6,5,0,1,21.25,0,1,20,0,21.25
7,3,0,0,10.19,0,0,20,0,10.19
8,5,0,0,9.25,0,1,20,0,9.25
9,2,0,4,5.25,0,1,20,3,305.25
10,6,0,3,23.75,0,1,20,3,323.75
11,6,0,2,16.36,0,1,20,0,16.36
12,6,0,1,13.95,0,1,20,0,13.95
13,2,0,3,13.76,0,0,20,1,113.76
14,5,0,4,20.78,0,1,20,2,220.78
15,6,0,0,11.87,0,1,20,0,11.87
16,3,0,1,6.49,1,0,20,1,106.49
17,3,0,2,10.89,2,0,20,2,210.89
18,1,0,0,9.17,3,0,20,0,9.17
19,3,0,3,11.96,4,0,20,2,211.96
20,3,0,4,6.26,5,0,20,3,306.26
21,4,0,0,6.03,6,0,20,0,6.03
22,4,0,1,7.45,7,0,20,0,7.45
23,1,0,1,14.92,8,0,20,0,14.92
