idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,0,7.9,0,0,0,20
2,1,0,0,11.01,0,0,0,20
3,1,0,1,6.41,0,0,0,20
4,1,0,2,6.13,0,0,0,20
5,3,0,2,22.01,0,0,1,20
6,1,0,3,18.84,0,0,0,20
7,3,0,3,22.58,0,0,1,20
8,1,0,4,20.57,0,0,2,20
9,6,0,0,11.39,0,0,0,20
10,6,0,2,11.05,0,0,1,20
11,3,0,0,7.79,0,0,1,20
12,6,0,3,14.08,0,0,1,20
13,3,0,1,7.92,0,0,2,20
14,6,0,1,10.44,0,0,0,20
15,5,0,1,5.41,0,0,0,20
16,5,0,2,21.09,1,0,0,20
17,5,0,3,22.32,2,0,0,20
18,6,0,4,21.02,3,0,0,20
19,2,0,0,20.06,4,0,0,20
20,4,0,0,16.6,5,0,0,20
21,4,0,1,5.74,6,0,0,20
22,4,0,2,12.98,7,0,0,20
23,2,0,1,22.2,8,0,0,20
