idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,7.85,1,0,20,1,107.85
2,2,0,0,5.18,2,0,20,1,105.18
3,1,0,1,21.8,3,0,20,1,121.8
4,1,0,2,8.26,4,0,20,3,308.26
5,2,0,1,18.21,5,0,20,3,318.21
6,3,0,0,7.27,6,0,20,1,107.27
7,3,0,1,21.12,7,0,20,2,221.12
8,1,0,3,8.53,8,0,20,3,308.53
9,3,0,2,5.62,9,0,20,3,305.62
10,4,0,0,23.85,10,0,20,2,223.85
11,5,0,0,16.76,11,0,20,2,216.76
12,6,0,0,12.5,12,0,20,0,12.5
13,6,0,1,8.92,13,0,20,0,8.92
14,6,0,2,6.12,14,0,20,1,106.12
15,5,0,1,5.15,15,0,20,2,205.15
