idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,19.99,1,0,20,0,19.99
2,1,0,1,21.67,2,0,20,1,121.67
3,2,0,0,15.83,3,0,20,3,315.83
4,1,0,2,15.09,4,0,20,3,315.09
5,3,0,0,15.73,5,0,20,0,15.73
6,4,0,0,10.07,6,0,20,0,10.07
7,3,0,1,13.88,7,0,20,2,213.88
8,3,0,2,5.83,8,0,20,3,305.83
9,4,0,1,20.37,9,0,20,0,20.37
10,3,0,3,8.55,10,0,20,3,308.55
11,4,0,2,10.36,11,0,20,2,210.36
12,4,0,3,5.69,12,0,20,3,305.69
13,4,0,4,7.88,13,0,20,3,307.88
14,2,0,1,19.27,14,0,20,3,319.27
15,5,0,0,19.32,15,0,20,2,219.32
