idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,20.12,1,0,20,2,220.12
2,1,0,1,5.21,2,0,20,3,305.21
3,2,0,0,16.81,3,0,20,2,216.81
4,3,0,0,16.36,4,0,20,0,16.36
5,3,0,1,9.45,5,0,20,2,209.45
6,4,0,0,14.08,6,0,20,1,114.08
7,1,0,2,15.52,7,0,20,3,315.52
8,3,0,2,13.84,8,0,20,2,213.84
9,2,0,1,13.48,9,0,20,3,313.48
10,5,0,0,9.8,10,0,20,0,9.8
11,4,0,1,17.65,11,0,20,1,117.65
12,5,0,1,19.03,12,0,20,0,19.03
13,4,0,2,9.25,13,0,20,2,209.25
14,5,0,2,15.01,14,0,20,1,115.01
15,4,0,3,12.83,15,0,20,2,212.83
