idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,16.83,3,316.83,1,0,20
2,2,0,0,21.39,1,121.39,2,0,20
3,3,0,0,12.44,1,112.44,3,0,20
4,1,0,1,21.44,3,321.44,4,0,20
5,3,0,1,21.19,1,121.19,5,0,20
6,4,0,0,17.21,0,17.21,6,0,20
7,2,0,1,8.18,2,208.18,7,0,20
8,2,0,2,8.72,3,308.72,8,0,20
9,3,0,2,23.05,2,223.05,9,0,20
10,4,0,1,19.23,2,219.23,10,0,20
11,2,0,3,14.08,3,314.08,11,0,20
12,3,0,3,11.41,3,311.41,12,0,20
13,2,0,4,14.36,3,314.36,13,0,20
14,1,0,2,23.07,3,323.07,14,0,20
15,5,0,0,20.7,1,120.7,15,0,20
