idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,12.97,2,212.97,1,0,20
2,1,0,1,20.38,3,320.38,2,0,20
3,2,0,0,23.48,2,223.48,3,0,20
4,3,0,0,20.02,2,220.02,4,0,20
5,4,0,0,20.87,1,120.87,5,0,20
6,2,0,1,17.85,3,317.85,6,0,20
7,4,0,1,18.79,2,218.79,7,0,20
8,5,0,0,13.36,0,13.36,8,0,20
9,3,0,1,15.37,3,315.37,9,0,20
10,5,0,1,18.48,0,18.48,10,0,20
11,4,0,2,22.75,2,222.75,11,0,20
12,4,0,3,23.58,2,223.57999999999998,12,0,20
13,5,0,2,9.51,1,109.51,13,0,20
14,6,0,0,12.91,0,12.91,14,0,20
15,4,0,4,7.7,3,307.7,15,0,20
