idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,1,6.48,0,0,1,20
2,4,0,0,14.87,0,0,0,20
3,6,0,0,5.75,0,0,0,20
4,5,0,0,19.25,0,0,0,20
5,4,0,1,12.23,0,0,0,20
6,1,0,2,21.26,0,0,1,20
7,1,0,0,9.25,0,0,0,20
8,5,0,1,21.29,0,0,0,20
9,3,0,2,6.53,0,0,1,20
10,3,0,0,6.14,0,0,1,20
11,4,0,2,21.3,0,0,0,20
12,4,0,4,16.95,0,0,1,20
13,4,0,3,16.62,0,0,0,20
14,1,0,1,19.14,0,0,0,20
15,5,0,2,21.39,0,0,2,20
16,3,0,3,17.44,1,0,0,20
17,6,0,1,15.05,2,0,0,20
18,2,0,0,8.21,3,0,0,20
19,2,0,1,14.88,4,0,0,20
20,3,0,4,18.39,5,0,0,20
21,6,0,2,18.88,6,0,0,20
22,2,0,2,10.09,7,0,0,20
23,2,0,3,5.11,8,0,0,20
