idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,8.12,0,8.12,0,0,20
2,2,0,0,5.55,0,5.55,0,0,20
3,2,0,3,20.11,3,320.11,0,1,20
4,2,0,1,12.58,1,112.58,0,1,20
5,2,0,2,6.46,3,306.46,0,1,20
6,5,0,1,15.81,0,15.81,1,0,20
7,1,0,0,5.97,3,305.97,2,0,20
8,3,0,0,23.26,1,123.26,3,0,20
9,3,0,1,14.84,2,214.84,4,0,20
10,4,0,0,22.5,1,122.5,5,0,20
11,5,0,2,22.44,1,122.44,6,0,20
12,1,0,1,9.49,3,309.49,7,0,20
13,3,0,2,23.65,2,223.65,8,0,20
14,4,0,1,8.51,2,208.51,9,0,20
15,6,0,0,22.12,1,122.12,10,0,20
16,6,0,1,21.33,0,21.33,11,0,20
17,5,0,3,5.85,2,205.85,12,0,20
18,6,0,2,21.74,1,121.74,13,0,20
19,6,0,3,6.73,1,106.73,14,0,20
20,6,0,4,5.44,1,105.44,15,0,20
21,5,0,4,19.64,0,19.64,16,0,20
22,4,0,2,17.53,2,217.53,17,0,20
23,4,0,3,5.13,2,205.13,18,0,20
24,4,0,4,8.93,0,8.93,19,0,20
25,3,0,3,7.61,1,107.61,20,0,20
26,3,0,4,18.45,2,218.45,21,0,20
27,1,0,2,23.17,0,23.17,22,0,20
