idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,1,14.36,2,214.36,0,1,20
2,2,0,2,20.65,2,220.65,0,1,20
3,3,0,0,7.72,2,207.72,0,0,20
4,2,0,3,6.23,3,306.23,0,1,20
5,2,0,0,6.59,2,206.59,0,0,20
6,3,0,1,22.15,3,322.15,1,0,20
7,1,0,0,22.42,2,222.42000000000002,2,0,20
8,4,0,0,7.9,2,207.9,3,0,20
9,5,0,0,19.35,0,19.35,4,0,20
10,5,0,1,17.81,1,117.81,5,0,20
11,6,0,0,6.52,0,6.52,6,0,20
12,1,0,1,14.8,3,314.8,7,0,20
13,6,0,1,14.53,0,14.53,8,0,20
14,4,0,1,7.37,3,307.37,9,0,20
15,6,0,2,6.08,0,6.08,10,0,20
16,4,0,2,12.42,3,312.42,11,0,20
17,6,0,3,16.79,0,16.79,12,0,20
18,5,0,2,13.3,2,213.3,13,0,20
19,6,0,4,5.19,1,105.19,14,0,20
20,5,0,3,22.61,1,122.61,15,0,20
21,5,0,4,10.42,0,10.42,16,0,20
22,4,0,3,19.76,0,19.76,17,0,20
23,4,0,4,7.64,0,7.64,18,0,20
24,1,0,2,5.85,1,105.85,19,0,20
25,1,0,3,18.49,1,118.49,20,0,20
26,1,0,4,9.14,0,9.14,21,0,20
27,2,0,4,20.0,2,220.0,22,0,20
