idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,3,18.08,1,118.08,0,1,20
2,4,0,2,21.43,0,21.43,0,1,20
3,4,0,1,10.23,0,10.23,0,1,20
4,4,0,0,7.32,0,7.32,0,1,20
5,4,0,4,16.4,2,216.4,0,1,20
6,1,0,0,13.85,3,313.85,1,0,20
7,1,0,1,18.87,3,318.87,2,0,20
8,2,0,0,9.29,1,109.28999999999999,3,0,20
9,2,0,1,23.67,2,223.67000000000002,4,0,20
10,3,0,0,11.94,2,211.94,5,0,20
11,1,0,2,20.79,3,320.79,6,0,20
12,3,0,1,20.0,2,220.0,7,0,20
13,5,0,0,8.14,2,208.14,8,0,20
14,2,0,2,9.52,3,309.52,9,0,20
15,5,0,1,8.2,2,208.2,10,0,20
16,6,0,0,16.34,1,116.34,11,0,20
17,6,0,1,5.09,2,205.09,12,0,20
18,5,0,2,17.71,2,217.71,13,0,20
19,6,0,2,16.02,1,116.02,14,0,20
20,5,0,3,19.86,2,219.86,15,0,20
21,6,0,3,16.33,2,216.32999999999998,16,0,20
22,6,0,4,15.82,0,15.82,17,0,20
23,5,0,4,11.35,0,11.35,18,0,20
24,3,0,2,8.21,2,208.21,19,0,20
25,3,0,3,8.87,0,8.87,20,0,20
26,3,0,4,21.06,2,221.06,21,0,20
27,2,0,3,16.56,2,216.56,22,0,20
