idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,2,23.73,2,223.73,0,1,20
2,3,0,0,18.35,1,118.35,0,0,20
3,3,0,3,14.09,3,314.09,0,1,20
4,1,0,0,11.03,1,111.03,0,0,20
5,3,0,1,10.74,2,210.74,0,0,20
6,1,0,1,17.76,1,117.76,1,0,20
7,2,0,0,9.95,1,109.95,2,0,20
8,2,0,1,16.75,1,116.75,3,0,20
9,1,0,2,13.14,3,313.14,4,0,20
10,4,0,0,16.37,0,16.37,5,0,20
11,5,0,0,12.93,0,12.93,6,0,20
12,6,0,0,6.87,0,6.87,7,0,20
13,2,0,2,19.73,1,119.73,8,0,20
14,2,0,3,22.03,2,222.03,9,0,20
15,4,0,1,18.38,0,18.38,10,0,20
16,2,0,4,23.84,2,223.84,11,0,20
17,4,0,2,6.19,1,106.19,12,0,20
18,4,0,3,17.97,1,117.97,13,0,20
19,6,0,1,10.33,0,10.33,14,0,20
20,4,0,4,9.29,2,209.29,15,0,20
21,5,0,1,8.64,2,208.64,16,0,20
22,3,0,4,22.21,3,322.21,17,0,20
23,6,0,2,23.17,0,23.17,18,0,20
24,6,0,3,5.2,1,105.2,19,0,20
25,5,0,2,16.5,0,16.5,20,0,20
26,1,0,3,13.32,3,313.32,21,0,20
27,5,0,3,14.21,0,14.21,22,0,20
