idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,9.66,2,209.66,0,0,20
2,4,0,2,10.53,3,310.53,0,1,20
3,4,0,3,21.79,3,321.79,0,1,20
4,4,0,1,17.79,1,117.78999999999999,0,1,20
5,4,0,0,14.19,0,14.19,0,0,20
6,3,0,1,5.01,3,305.01,1,0,20
7,1,0,0,10.92,2,210.92,2,0,20
8,2,0,0,19.12,0,19.12,3,0,20
9,2,0,1,10.42,2,210.42,4,0,20
10,3,0,2,21.72,3,321.72,5,0,20
11,5,0,0,6.06,0,6.06,6,0,20
12,5,0,1,23.3,0,23.3,7,0,20
13,6,0,0,23.17,0,23.17,8,0,20
14,6,0,1,11.6,0,11.6,9,0,20
15,1,0,1,11.49,2,211.49,10,0,20
16,5,0,2,22.62,1,122.62,11,0,20
17,6,0,2,11.72,1,111.72,12,0,20
18,6,0,3,18.72,1,118.72,13,0,20
19,6,0,4,12.77,0,12.77,14,0,20
20,5,0,3,7.86,2,207.86,15,0,20
21,5,0,4,11.03,1,111.03,16,0,20
22,1,0,2,10.94,3,310.94,17,0,20
23,2,0,2,6.83,0,6.83,18,0,20
24,2,0,3,10.4,3,310.4,19,0,20
25,2,0,4,18.61,1,118.61,20,0,20
26,1,0,3,21.48,1,121.48,21,0,20
27,1,0,4,21.02,1,121.02,22,0,20
