idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,6,0,2,14.9,0,1,20,0,14.9
2,6,0,0,5.96,0,0,20,0,5.96
3,6,0,1,13.89,0,1,20,0,13.89
4,1,0,0,13.11,1,0,20,0,13.11
5,2,0,0,8.45,2,0,20,0,8.45
6,2,0,1,9.99,3,0,20,0,9.99
7,3,0,0,7.34,4,0,20,0,7.34
8,4,0,0,6.34,5,0,20,0,6.34
9,1,0,1,18.01,6,0,20,0,18.01
10,3,0,1,9.6,7,0,20,0,9.6
11,2,0,2,13.73,8,0,20,0,13.73
12,1,0,2,19.19,9,0,20,0,19.19
13,3,0,2,11.46,10,0,20,0,11.46
14,1,0,3,23.26,11,0,20,0,23.26
15,4,0,1,9.12,12,0,20,0,9.12
16,5,0,0,7.84,13,0,20,0,7.84
17,2,0,3,18.56,14,0,20,0,18.56
18,2,0,4,19.9,15,0,20,0,19.9
19,4,0,2,9.65,16,0,20,0,9.65
20,5,0,1,8.26,17,0,20,0,8.26
