idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,0,15.82,0,0,0,20
2,4,0,1,14.07,0,0,0,20
3,4,0,2,16.55,0,0,1,20
4,5,0,0,18.52,1,0,0,20
5,1,0,0,6.14,2,0,0,20
6,3,0,0,8.63,3,0,0,20
7,1,0,1,5.05,4,0,0,20
8,2,0,0,7.92,5,0,0,20
9,1,0,2,8.43,6,0,0,20
10,6,0,0,5.81,7,0,0,20
11,3,0,1,12.62,8,0,0,20
12,4,0,3,18.07,9,0,0,20
13,3,0,2,18.28,10,0,0,20
14,2,0,1,12.04,11,0,0,20
15,2,0,2,16.84,12,0,0,20
16,2,0,3,14.52,13,0,0,20
17,5,0,1,22.4,14,0,0,20
18,1,0,3,12.08,15,0,0,20
19,3,0,3,21.54,16,0,0,20
20,6,0,1,9.97,17,0,0,20
