idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,6.95,0,0,20,0,6.95
2,3,0,0,16.55,0,0,20,0,16.55
3,3,0,1,16.91,0,1,20,0,16.91
4,1,0,1,12.24,1,0,20,0,12.24
5,2,0,0,7.12,2,0,20,0,7.12
6,2,0,1,11.27,3,0,20,0,11.27
7,3,0,2,18.24,4,0,20,0,18.24
8,1,0,2,15.31,5,0,20,0,15.31
9,4,0,0,5.6,6,0,20,0,5.6
10,3,0,3,22.91,7,0,20,0,22.91
11,1,0,3,23.61,8,0,20,0,23.61
12,2,0,2,21.53,9,0,20,0,21.53
13,4,0,1,17.18,10,0,20,0,17.18
14,5,0,0,6.47,11,0,20,0,6.47
15,5,0,1,10.56,12,0,20,0,10.56
16,6,0,0,7.83,13,0,20,0,7.83
17,4,0,2,17.36,14,0,20,0,17.36
18,6,0,1,6.07,15,0,20,0,6.07
19,6,0,2,7.61,16,0,20,0,7.61
20,5,0,2,16.8,17,0,20,0,16.8
