idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,1,15.52,0,0,1,20
2,1,0,2,23.54,0,0,1,20
3,1,0,0,14.95,0,0,0,20
4,5,0,0,17.58,1,0,0,20
5,3,0,0,7.74,2,0,0,20
6,6,0,0,20.72,3,0,0,20
7,2,0,0,7.32,4,0,0,20
8,3,0,1,8.63,5,0,0,20
9,4,0,0,9.12,6,0,0,20
10,3,0,2,10.15,7,0,0,20
11,4,0,1,13.66,8,0,0,20
12,4,0,2,19.6,9,0,0,20
13,2,0,1,8.59,10,0,0,20
14,2,0,2,5.41,11,0,0,20
15,2,0,3,9.95,12,0,0,20
16,2,0,4,15.88,13,0,0,20
17,6,0,1,21.62,14,0,0,20
18,5,0,1,18.37,15,0,0,20
19,4,0,3,22.16,16,0,0,20
20,3,0,3,17.56,17,0,0,20
