idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,6,0,2,15.38,0,1,20,0,15.38
2,6,0,1,8.73,0,1,20,0,8.73
3,6,0,0,6.12,0,0,20,0,6.12
4,1,0,0,18.9,1,0,20,0,18.9
5,2,0,0,16.65,2,0,20,0,16.65
6,1,0,1,23.86,3,0,20,0,23.86
7,2,0,1,20.78,4,0,20,0,20.78
8,3,0,0,6.4,5,0,20,0,6.4
9,3,0,1,15.1,6,0,20,0,15.1
10,2,0,2,22.25,7,0,20,0,22.25
11,4,0,0,14.85,8,0,20,0,14.85
12,3,0,2,18.15,9,0,20,0,18.15
13,4,0,1,17.51,10,0,20,0,17.51
14,5,0,0,13.19,11,0,20,0,13.19
15,5,0,1,6.8,12,0,20,0,6.8
16,5,0,2,15.04,13,0,20,0,15.04
17,5,0,3,8.05,14,0,20,0,8.05
18,5,0,4,11.43,15,0,20,0,11.43
19,6,0,3,15.08,16,0,20,0,15.08
20,6,0,4,7.33,17,0,20,0,7.33
