idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,5.37,1,0,0,20
2,5,0,0,16.31,2,0,0,20
3,1,0,1,11.42,3,0,0,20
4,5,0,1,22.73,4,0,0,20
5,2,0,0,21.12,5,0,0,20
6,4,0,0,14.87,6,0,0,20
7,1,0,2,13.76,7,0,0,20
8,3,0,0,9.07,8,0,0,20
9,6,0,0,22.9,9,0,0,20
10,4,0,1,15.91,10,0,0,20
11,4,0,2,17.23,11,0,0,20
12,3,0,1,7.68,12,0,0,20
13,3,0,2,17.07,13,0,0,20
14,2,0,1,6.85,14,0,0,20
15,2,0,2,5.2,15,0,0,20
16,3,0,3,19.65,16,0,0,20
17,1,0,3,16.71,17,0,0,20
18,2,0,3,6.34,18,0,0,20
19,2,0,4,6.55,19,0,0,20
20,1,0,4,15.76,20,0,0,20
