idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,18.62,1,0,20,0,18.62
2,2,0,0,5.75,2,0,20,0,5.75
3,1,0,1,23.53,3,0,20,0,23.53
4,2,0,1,18.7,4,0,20,0,18.7
5,3,0,0,6.69,5,0,20,0,6.69
6,3,0,1,9.96,6,0,20,0,9.96
7,2,0,2,20.83,7,0,20,0,20.83
8,2,0,3,21.46,8,0,20,0,21.46
9,4,0,0,8.13,9,0,20,0,8.13
10,3,0,2,16.65,10,0,20,0,16.65
11,3,0,3,19.8,11,0,20,0,19.8
12,2,0,4,23.21,12,0,20,0,23.21
13,4,0,1,9.4,13,0,20,0,9.4
14,4,0,2,18.76,14,0,20,0,18.76
15,5,0,0,14.84,15,0,20,0,14.84
16,6,0,0,10.21,16,0,20,0,10.21
17,5,0,1,16.18,17,0,20,0,16.18
18,6,0,1,13.51,18,0,20,0,13.51
19,6,0,2,12.19,19,0,20,0,12.19
20,4,0,3,19.51,20,0,20,0,19.51
