idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,6.36,1,0,0,20
2,1,0,1,17.52,2,0,0,20
3,2,0,0,6.9,3,0,0,20
4,2,0,1,11.53,4,0,0,20
5,3,0,0,7.08,5,0,0,20
6,1,0,2,22.02,6,0,0,20
7,3,0,1,9.89,7,0,0,20
8,2,0,2,15.36,8,0,0,20
9,4,0,0,6.22,9,0,0,20
10,2,0,3,15.98,10,0,0,20
11,2,0,4,18.9,11,0,0,20
12,3,0,2,9.93,12,0,0,20
13,3,0,3,14.02,13,0,0,20
14,3,0,4,17.84,14,0,0,20
15,1,0,3,23.37,15,0,0,20
16,4,0,1,15.43,16,0,0,20
17,4,0,2,20.04,17,0,0,20
18,5,0,0,17.85,18,0,0,20
19,6,0,0,6.55,19,0,0,20
20,4,0,3,20.98,20,0,0,20
