idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,17.18,1,0,20,0,17.18
2,2,0,0,16.18,2,0,20,0,16.18
3,3,0,0,12.21,3,0,20,0,12.21
4,4,0,0,7.66,4,0,20,0,7.66
5,4,0,1,9.19,5,0,20,0,9.19
6,4,0,2,11.85,6,0,20,0,11.85
7,3,0,1,14.08,7,0,20,0,14.08
8,5,0,0,5.57,8,0,20,0,5.57
9,6,0,0,5.32,9,0,20,0,5.32
10,1,0,1,21.2,10,0,20,0,21.2
11,4,0,3,12.64,11,0,20,0,12.64
12,2,0,1,18.08,12,0,20,0,18.08
13,3,0,2,15.26,13,0,20,0,15.26
14,4,0,4,14.47,14,0,20,0,14.47
15,2,0,2,20.96,15,0,20,0,20.96
16,1,0,2,22.55,16,0,20,0,22.55
17,5,0,1,10.12,17,0,20,0,10.12
18,1,0,3,23.83,18,0,20,0,23.83
19,2,0,3,22.95,19,0,20,0,22.95
20,3,0,3,20.52,20,0,20,0,20.52
