idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,9.8,1,0,0,20
2,2,0,0,9.31,2,0,0,20
3,1,0,1,13.02,3,0,0,20
4,1,0,2,20.67,4,0,0,20
5,2,0,1,21.32,5,0,0,20
6,3,0,0,6.77,6,0,0,20
7,3,0,1,15.42,7,0,0,20
8,4,0,0,6.59,8,0,0,20
9,4,0,1,13.92,9,0,0,20
10,3,0,2,19.27,10,0,0,20
11,4,0,2,14.3,11,0,0,20
12,4,0,3,15.34,12,0,0,20
13,2,0,2,23.75,13,0,0,20
14,5,0,0,5.42,14,0,0,20
15,5,0,1,6.62,15,0,0,20
16,5,0,2,11.09,16,0,0,20
17,6,0,0,7.38,17,0,0,20
18,5,0,3,13.88,18,0,0,20
19,1,0,3,22.78,19,0,0,20
20,3,0,3,19.34,20,0,0,20
