idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,16.76,1,0,20,0,16.76
2,2,0,0,6.88,2,0,20,0,6.88
3,3,0,0,6.49,3,0,20,0,6.49
4,1,0,1,21.78,4,0,20,0,21.78
5,2,0,1,7.46,5,0,20,0,7.46
6,1,0,2,22.43,6,0,20,0,22.43
7,2,0,2,11.92,7,0,20,0,11.92
8,3,0,1,10.33,8,0,20,0,10.33
9,1,0,3,23.2,9,0,20,0,23.2
10,2,0,3,14.09,10,0,20,0,14.09
11,4,0,0,9.56,11,0,20,0,9.56
12,3,0,2,11.05,12,0,20,0,11.05
13,3,0,3,11.3,13,0,20,0,11.3
14,4,0,1,10.94,14,0,20,0,10.94
15,2,0,4,21.8,15,0,20,0,21.8
16,3,0,4,20.3,16,0,20,0,20.3
17,1,0,4,23.62,17,0,20,0,23.62
18,4,0,2,17.07,18,0,20,0,17.07
19,5,0,0,7.93,19,0,20,0,7.93
20,5,0,1,15.15,20,0,20,0,15.15
