idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,4,0,0,15.82,0,0,20,0,15.82
2,4,0,1,14.07,0,0,20,0,14.07
3,4,0,2,16.55,0,1,20,0,16.55
4,1,0,0,18.52,1,0,20,0,18.52
5,2,0,0,6.14,2,0,20,0,6.14
6,2,0,1,8.63,3,0,20,0,8.63
7,3,0,0,5.05,4,0,20,0,5.05
8,3,0,1,7.92,5,0,20,0,7.92
9,3,0,2,8.43,6,0,20,0,8.43
10,5,0,0,5.81,7,0,20,0,5.81
11,2,0,2,12.62,8,0,20,0,12.62
12,4,0,3,18.07,9,0,20,0,18.07
13,4,0,4,18.28,10,0,20,0,18.28
14,3,0,3,12.04,11,0,20,0,12.04
15,2,0,3,16.84,12,0,20,0,16.84
16,3,0,4,14.52,13,0,20,0,14.52
17,1,0,1,22.4,14,0,20,0,22.4
18,5,0,1,12.08,15,0,20,0,12.08
19,2,0,4,21.54,16,0,20,0,21.54
20,6,0,0,9.97,17,0,20,0,9.97
