idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,5,0,2,21.35,0,1,20,0,21.35
2,5,0,1,19.24,0,1,20,0,19.24
3,5,0,0,18.55,0,0,20,0,18.55
4,1,0,0,7.68,1,0,20,0,7.68
5,1,0,1,14.65,2,0,20,0,14.65
6,2,0,0,14.71,3,0,20,0,14.71
7,2,0,1,17.31,4,0,20,0,17.31
8,2,0,2,17.61,5,0,20,0,17.61
9,3,0,0,11.75,6,0,20,0,11.75
10,3,0,1,12.31,7,0,20,0,12.31
11,1,0,2,15.27,8,0,20,0,15.27
12,2,0,3,18.17,9,0,20,0,18.17
13,3,0,2,14.15,10,0,20,0,14.15
14,4,0,0,10.07,11,0,20,0,10.07
15,2,0,4,20.78,12,0,20,0,20.78
16,3,0,3,14.84,13,0,20,0,14.84
17,1,0,3,22.37,14,0,20,0,22.37
18,4,0,1,13.91,15,0,20,0,13.91
19,3,0,4,20.4,16,0,20,0,20.4
20,4,0,2,20.4,17,0,20,0,20.4
