idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,2,0,1,10.44,0,1,20,0,10.44
2,2,0,2,21.09,0,1,20,0,21.09
3,2,0,0,7.86,0,0,20,0,7.86
4,1,0,0,6.75,1,0,20,0,6.75
5,1,0,1,20.64,2,0,20,0,20.64
6,3,0,0,11.6,3,0,20,0,11.6
7,3,0,1,15.78,4,0,20,0,15.78
8,4,0,0,12.73,5,0,20,0,12.73
9,5,0,0,9.13,6,0,20,0,9.13
10,6,0,0,5.78,7,0,20,0,5.78
11,6,0,1,5.5,8,0,20,0,5.5
12,5,0,1,12.56,9,0,20,0,12.56
13,4,0,1,13.99,10,0,20,0,13.99
14,3,0,2,19.02,11,0,20,0,19.02
15,6,0,2,9.47,12,0,20,0,9.47
16,2,0,3,21.33,13,0,20,0,21.33
17,4,0,2,18.99,14,0,20,0,18.99
18,5,0,2,13.1,15,0,20,0,13.1
19,6,0,3,5.08,16,0,20,0,5.08
20,2,0,4,22.07,17,0,20,0,22.07
