idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,1,15.52,0,1,20,0,15.52
2,1,0,2,23.54,0,1,20,0,23.54
3,1,0,0,14.95,0,0,20,0,14.95
4,2,0,0,17.58,1,0,20,0,17.58
5,3,0,0,7.74,2,0,20,0,7.74
6,2,0,1,20.72,3,0,20,0,20.72
7,4,0,0,7.32,4,0,20,0,7.32
8,3,0,1,8.63,5,0,20,0,8.63
9,3,0,2,9.12,6,0,20,0,9.12
10,3,0,3,10.15,7,0,20,0,10.15
11,4,0,1,13.66,8,0,20,0,13.66
12,4,0,2,19.6,9,0,20,0,19.6
13,5,0,0,8.59,10,0,20,0,8.59
14,6,0,0,5.41,11,0,20,0,5.41
15,5,0,1,9.95,12,0,20,0,9.95
16,3,0,4,15.88,13,0,20,0,15.88
17,2,0,2,21.62,14,0,20,0,21.62
18,5,0,2,18.37,15,0,20,0,18.37
19,2,0,3,22.16,16,0,20,0,22.16
20,6,0,1,17.56,17,0,20,0,17.56
