idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,4,0,1,16.87,0,1,20,0,16.87
2,4,0,0,8.02,0,0,20,0,8.02
3,4,0,2,19.05,0,1,20,0,19.05
4,1,0,0,22.18,1,0,20,0,22.18
5,2,0,0,12.09,2,0,20,0,12.09
6,3,0,0,11.23,3,0,20,0,11.23
7,2,0,1,13.94,4,0,20,0,13.94
8,2,0,2,14.12,5,0,20,0,14.12
9,1,0,1,22.96,6,0,20,0,22.96
10,2,0,3,21.64,7,0,20,0,21.64
11,3,0,1,18.23,8,0,20,0,18.23
12,5,0,0,14.28,9,0,20,0,14.28
13,6,0,0,6.28,10,0,20,0,6.28
14,3,0,2,18.69,11,0,20,0,18.69
15,4,0,3,19.18,12,0,20,0,19.18
16,1,0,2,23.73,13,0,20,0,23.73
17,5,0,1,14.65,14,0,20,0,14.65
18,5,0,2,15.34,15,0,20,0,15.34
19,6,0,1,7.67,16,0,20,0,7.67
20,5,0,3,17.12,17,0,20,0,17.12
