idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,2,0,2,10.0,0,1,20,0,10.0
2,2,0,0,5.58,0,0,20,0,5.58
3,3,0,0,12.39,0,0,20,0,12.39
4,3,0,1,13.26,0,0,20,0,13.26
5,2,0,1,5.2,0,0,20,0,5.2
6,3,0,2,16.01,0,0,20,0,16.01
7,4,0,0,14.19,0,0,20,0,14.19
8,3,0,3,18.92,0,0,20,0,18.92
9,4,0,1,15.1,0,0,20,0,15.1
10,4,0,2,18.86,0,0,20,0,18.86
11,3,0,4,17.85,0,0,20,0,17.85
12,1,0,0,13.96,0,0,20,0,13.96
13,4,0,4,19.69,0,1,20,0,19.69
14,1,0,1,15.82,0,0,20,0,15.82
15,4,0,3,18.43,0,0,20,0,18.43
16,5,0,0,8.03,1,0,20,0,8.03
17,1,0,2,23.66,2,0,20,0,23.66
18,2,0,3,21.52,3,0,20,0,21.52
19,2,0,4,21.73,4,0,20,0,21.73
20,5,0,1,13.93,5,0,20,0,13.93
21,5,0,2,20.37,6,0,20,0,20.37
22,6,0,0,5.16,7,0,20,0,5.16
23,6,0,1,8.37,8,0,20,0,8.37
24,1,0,3,23.86,9,0,20,0,23.86
25,6,0,2,14.07,10,0,20,0,14.07
26,6,0,3,7.27,11,0,20,0,7.27
27,6,0,4,6.74,12,0,20,0,6.74
