idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,6,0,0,21.27,0,0,20,0,21.27
2,6,0,1,16.09,0,0,20,0,16.09
3,1,0,2,22.91,0,1,20,0,22.91
4,6,0,2,13.01,0,0,20,0,13.01
5,6,0,3,18.1,0,0,20,0,18.1
6,5,0,1,10.24,0,1,20,0,10.24
7,5,0,0,5.51,0,0,20,0,5.51
8,1,0,1,11.26,0,1,20,0,11.26
9,1,0,0,11.02,0,1,20,0,11.02
10,6,0,4,21.46,0,1,20,0,21.46
11,2,0,0,8.87,1,0,20,0,8.87
12,5,0,2,12.69,2,0,20,0,12.69
13,5,0,3,17.9,3,0,20,0,17.9
14,2,0,1,16.56,4,0,20,0,16.56
15,3,0,0,7.02,5,0,20,0,7.02
16,3,0,1,8.11,6,0,20,0,8.11
17,5,0,4,20.84,7,0,20,0,20.84
18,3,0,2,11.51,8,0,20,0,11.51
19,2,0,2,16.6,9,0,20,0,16.6
20,3,0,3,13.67,10,0,20,0,13.67
