idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,2,19.09,0,1,20,0,19.09
2,1,0,0,16.34,0,0,20,0,16.34
3,2,0,4,23.23,0,1,20,0,23.23
4,4,0,0,8.71,0,1,20,0,8.71
5,1,0,1,15.09,0,0,20,0,15.09
6,4,0,1,9.78,0,1,20,0,9.78
7,2,0,3,22.96,0,1,20,0,22.96
8,2,0,0,7.37,0,1,20,0,7.37
9,2,0,2,21.59,0,1,20,0,21.59
10,2,0,1,13.14,0,1,20,0,13.14
11,3,0,0,10.71,1,0,20,0,10.71
12,5,0,0,5.11,2,0,20,0,5.11
13,3,0,1,12.67,3,0,20,0,12.67
14,5,0,1,8.19,4,0,20,0,8.19
15,4,0,2,11.1,5,0,20,0,11.1
16,1,0,3,22.87,6,0,20,0,22.87
17,5,0,2,10.84,7,0,20,0,10.84
18,6,0,0,5.01,8,0,20,0,5.01
19,6,0,1,6.54,9,0,20,0,6.54
20,3,0,2,14.65,10,0,20,0,14.65
