idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,3,0,0,16.07,0,0,20,0,16.07
2,6,0,0,18.2,0,0,20,0,18.2
3,3,0,2,20.42,0,1,20,0,20.42
4,2,0,1,11.24,0,1,20,0,11.24
5,6,0,1,23.98,0,0,20,0,23.98
6,3,0,1,17.71,0,0,20,0,17.71
7,6,0,2,14.82,0,0,20,0,14.82
8,3,0,3,21.08,0,1,20,0,21.08
9,6,0,3,15.92,0,0,20,0,15.92
10,2,0,0,6.7,0,1,20,0,6.7
11,1,0,0,6.15,1,0,20,0,6.15
12,2,0,2,15.79,2,0,20,0,15.79
13,1,0,1,14.81,3,0,20,0,14.81
14,4,0,0,9.6,4,0,20,0,9.6
15,5,0,0,8.3,5,0,20,0,8.3
16,4,0,1,13.74,6,0,20,0,13.74
17,5,0,1,13.63,7,0,20,0,13.63
18,2,0,3,16.2,8,0,20,0,16.2
19,2,0,4,20.73,9,0,20,0,20.73
20,1,0,2,18.09,10,0,20,0,18.09
21,5,0,2,6.46,11,0,20,0,6.46
22,5,0,3,5.21,12,0,20,0,5.21
23,5,0,4,7.41,13,0,20,0,7.41
24,4,0,2,10.14,14,0,20,0,10.14
25,4,0,3,11.05,15,0,20,0,11.05
26,1,0,3,19.47,16,0,20,0,19.47
27,4,0,4,9.55,17,0,20,0,9.55
