idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,2,0,0,20.61,0,0,20,0,20.61
2,1,0,0,9.88,0,0,20,0,9.88
3,4,0,0,19.53,0,0,20,0,19.53
4,4,0,1,21.4,0,0,20,0,21.4
5,2,0,1,11.84,0,0,20,0,11.84
6,3,0,0,13.7,0,0,20,0,13.7
7,2,0,2,23.43,0,0,20,0,23.43
8,2,0,3,12.41,0,0,20,0,12.41
9,4,0,3,21.24,0,1,20,0,21.24
10,3,0,4,7.6,0,1,20,0,7.6
11,3,0,1,8.12,0,0,20,0,8.12
12,2,0,4,17.42,0,0,20,0,17.42
13,3,0,3,5.6,0,1,20,0,5.6
14,4,0,2,19.22,0,0,20,0,19.22
15,3,0,2,5.02,0,0,20,0,5.02
16,5,0,0,9.36,1,0,20,0,9.36
17,1,0,1,19.37,2,0,20,0,19.37
18,5,0,1,13.8,3,0,20,0,13.8
19,6,0,0,10.23,4,0,20,0,10.23
20,5,0,2,17.93,5,0,20,0,17.93
21,4,0,4,22.44,6,0,20,0,22.44
22,6,0,1,7.24,7,0,20,0,7.24
23,6,0,2,14.6,8,0,20,0,14.6
24,1,0,2,23.45,9,0,20,0,23.45
25,6,0,3,16.56,10,0,20,0,16.56
