idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,5,0,4,19.22,0,1,20,0,19.22
2,4,0,0,17.95,0,0,20,0,17.95
3,5,0,3,13.86,0,1,20,0,13.86
4,4,0,3,22.58,0,1,20,0,22.58
5,5,0,1,11.14,0,1,20,0,11.14
6,4,0,1,18.56,0,0,20,0,18.56
7,1,0,0,23.98,0,0,20,0,23.98
8,1,0,1,17.56,0,0,20,0,17.56
9,1,0,2,8.75,0,0,20,0,8.75
10,1,0,3,10.55,0,0,20,0,10.55
11,4,0,4,23.62,0,1,20,0,23.62
12,5,0,0,10.26,0,0,20,0,10.26
13,4,0,2,19.98,0,0,20,0,19.98
14,5,0,2,12.81,0,1,20,0,12.81
15,1,0,4,5.36,0,0,20,0,5.36
16,2,0,0,11.26,1,0,20,0,11.26
17,3,0,0,9.72,2,0,20,0,9.72
18,6,0,0,7.0,3,0,20,0,7.0
19,2,0,1,11.99,4,0,20,0,11.99
20,2,0,2,19.66,5,0,20,0,19.66
21,6,0,1,5.93,6,0,20,0,5.93
22,6,0,2,5.09,7,0,20,0,5.09
23,6,0,3,5.9,8,0,20,0,5.9
24,6,0,4,9.13,9,0,20,0,9.13
25,3,0,1,16.51,10,0,20,0,16.51
