idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,3,20.86,3,320.86,0,1,20
2,1,0,0,12.4,0,12.4,0,0,20
3,5,0,1,13.47,3,313.47,0,1,20
4,1,0,1,18.8,1,118.8,0,0,20
5,5,0,4,21.23,3,321.23,0,1,20
6,5,0,2,18.25,3,318.25,0,1,20
7,5,0,0,9.45,1,109.45,0,0,20
8,2,0,0,15.69,2,215.69,1,0,20
9,2,0,1,15.97,3,315.97,2,0,20
10,1,0,2,10.1,3,310.1,3,0,20
11,3,0,0,19.99,0,19.99,4,0,20
12,3,0,1,11.17,2,211.17,5,0,20
13,4,0,0,11.02,2,211.02,6,0,20
14,3,0,2,5.99,3,305.99,7,0,20
15,6,0,0,20.05,1,120.05,8,0,20
16,4,0,1,14.17,2,214.17,9,0,20
17,6,0,1,9.29,2,209.29,10,0,20
18,6,0,2,10.56,1,110.56,11,0,20
19,6,0,3,14.28,0,14.28,12,0,20
20,6,0,4,13.43,0,13.43,13,0,20
21,1,0,3,10.73,3,310.73,14,0,20
22,4,0,2,17.2,1,117.2,15,0,20
23,4,0,3,23.71,0,23.71,16,0,20
24,3,0,3,9.33,3,309.33,17,0,20
25,4,0,4,5.87,3,305.87,18,0,20
