idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,5.56,0,5.56,0,0,20
2,6,0,2,20.88,0,20.88,0,1,20
3,6,0,3,7.65,1,107.65,0,1,20
4,5,0,0,19.94,2,219.94,0,0,20
5,6,0,4,10.42,1,110.42,0,1,20
6,6,0,1,16.52,0,16.52,0,0,20
7,5,0,1,21.05,2,221.05,0,1,20
8,5,0,2,8.39,3,308.39,1,0,20
9,1,0,0,19.58,0,19.58,2,0,20
10,2,0,0,9.68,0,9.68,3,0,20
11,1,0,1,11.94,1,111.94,4,0,20
12,5,0,3,12.39,3,312.39,5,0,20
13,1,0,2,10.09,3,310.09,6,0,20
14,2,0,1,23.75,2,223.75,7,0,20
15,3,0,0,22.77,2,222.77,8,0,20
16,4,0,0,14.2,0,14.2,9,0,20
17,4,0,1,12.07,1,112.07,10,0,20
18,4,0,2,20.91,2,220.91,11,0,20
19,4,0,3,21.89,1,121.89,12,0,20
20,4,0,4,17.12,2,217.12,13,0,20
21,3,0,1,7.49,2,207.49,14,0,20
22,3,0,2,10.38,1,110.38,15,0,20
23,3,0,3,10.08,1,110.08,16,0,20
24,5,0,4,16.2,3,316.2,17,0,20
25,3,0,4,18.57,0,18.57,18,0,20
