idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,14.67,2,214.67,0,0,20
2,5,0,1,7.56,1,107.56,0,1,20
3,2,0,4,21.1,3,321.1,0,1,20
4,2,0,3,20.03,3,320.03,0,1,20
5,2,0,1,10.07,3,310.07,0,0,20
6,5,0,0,6.34,0,6.34,0,1,20
7,2,0,2,14.85,3,314.85,0,1,20
8,1,0,0,19.1,1,119.1,1,0,20
9,1,0,1,23.69,3,323.69,2,0,20
10,3,0,0,10.7,3,310.7,3,0,20
11,4,0,0,17.56,0,17.56,4,0,20
12,4,0,1,6.52,1,106.52,5,0,20
13,5,0,2,12.28,1,112.28,6,0,20
14,6,0,0,9.12,0,9.12,7,0,20
15,3,0,1,15.66,3,315.66,8,0,20
16,6,0,1,13.93,0,13.93,9,0,20
17,4,0,2,9.32,1,109.32,10,0,20
18,5,0,3,6.26,2,206.26,11,0,20
19,5,0,4,8.35,3,308.35,12,0,20
20,4,0,3,21.01,1,121.01,13,0,20
21,6,0,2,23.62,0,23.62,14,0,20
22,4,0,4,13.23,3,313.23,15,0,20
23,6,0,3,22.45,0,22.45,16,0,20
24,6,0,4,16.84,0,16.84,17,0,20
25,3,0,2,21.42,0,21.42,18,0,20
