idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,19.7,0,0,0,20
2,1,0,3,21.02,0,0,1,20
3,1,0,2,18.91,0,0,1,20
4,6,0,2,15.23,0,0,1,20
5,6,0,1,13.9,0,0,1,20
6,6,0,0,11.16,0,0,0,20
7,1,0,1,18.72,0,0,0,20
8,2,0,0,20.82,1,0,0,20
9,2,0,1,23.69,2,0,0,20
10,3,0,0,13.73,3,0,0,20
11,3,0,1,18.01,4,0,0,20
12,3,0,2,21.98,5,0,0,20
13,4,0,0,18.34,6,0,0,20
14,5,0,0,6.06,7,0,0,20
15,5,0,1,5.69,8,0,0,20
16,6,0,3,17.08,9,0,0,20
17,5,0,2,15.92,10,0,0,20
18,5,0,3,6.33,11,0,0,20
19,5,0,4,8.46,12,0,0,20
20,6,0,4,12.54,13,0,0,20
21,4,0,1,15.59,14,0,0,20
22,4,0,2,16.37,15,0,0,20
23,3,0,3,22.74,16,0,0,20
24,4,0,3,21.36,17,0,0,20
25,4,0,4,14.43,18,0,0,20
