idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,3,15.97,2,215.97,0,1,20
2,4,0,4,21.73,2,221.73,0,1,20
3,4,0,0,23.33,1,123.33,0,0,20
4,1,0,1,5.67,1,105.67,0,1,20
5,4,0,2,11.57,2,211.57,0,1,20
6,1,0,0,12.18,0,12.18,0,1,20
7,4,0,1,18.46,1,118.46000000000001,0,0,20
8,2,0,0,20.64,3,320.64,1,0,20
9,1,0,2,17.66,2,217.66,2,0,20
10,3,0,0,7.73,2,207.73,3,0,20
11,5,0,0,6.69,0,6.69,4,0,20
12,5,0,1,9.76,0,9.76,5,0,20
13,3,0,1,20.27,2,220.27,6,0,20
14,5,0,2,16.48,1,116.48,7,0,20
15,6,0,0,23.89,0,23.89,8,0,20
16,5,0,3,7.77,2,207.77,9,0,20
17,3,0,2,7.06,3,307.06,10,0,20
18,6,0,1,13.98,0,13.98,11,0,20
19,6,0,2,12.31,0,12.31,12,0,20
20,6,0,3,16.98,1,116.98,13,0,20
21,3,0,3,19.54,3,319.54,14,0,20
22,5,0,4,12.82,2,212.82,15,0,20
23,6,0,4,10.78,2,210.78,16,0,20
24,3,0,4,15.3,1,115.3,17,0,20
25,2,0,1,8.01,3,308.01,18,0,20
