idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,1,5.1,1,105.1,0,1,20
2,5,0,0,10.62,0,10.62,0,0,20
3,1,0,4,12.82,1,112.82,0,1,20
4,1,0,1,5.01,1,105.01,0,1,20
5,1,0,0,13.4,0,13.4,0,1,20
6,1,0,3,11.09,1,111.09,0,1,20
7,1,0,2,7.93,1,107.93,0,1,20
8,2,0,0,10.14,1,110.14,1,0,20
9,2,0,1,22.85,2,222.85,2,0,20
10,3,0,0,19.86,1,119.86,3,0,20
11,4,0,0,5.62,0,5.62,4,0,20
12,4,0,1,8.39,0,8.39,5,0,20
13,3,0,1,19.82,2,219.82,6,0,20
14,5,0,2,23.14,1,123.14,7,0,20
15,4,0,2,8.14,1,108.14,8,0,20
16,6,0,0,22.67,0,22.67,9,0,20
17,6,0,1,8.94,0,8.94,10,0,20
18,5,0,3,6.49,2,206.49,11,0,20
19,6,0,2,9.53,0,9.53,12,0,20
20,4,0,3,18.38,1,118.38,13,0,20
21,6,0,3,15.33,1,115.33,14,0,20
22,6,0,4,14.88,0,14.88,15,0,20
23,4,0,4,11.42,0,11.42,16,0,20
24,5,0,4,16.74,2,216.74,17,0,20
25,2,0,2,22.52,3,322.52,18,0,20
