idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,2,15.93,0,0,1,20
2,5,0,0,15.95,0,0,0,20
3,5,0,1,14.99,0,0,0,20
4,6,0,0,22.08,0,0,0,20
5,4,0,0,12.81,0,0,0,20
6,2,0,4,9.56,0,0,1,20
7,4,0,1,11.44,0,0,0,20
8,2,0,0,21.74,0,0,0,20
9,3,0,1,7.47,0,0,1,20
10,5,0,3,16.53,0,0,1,20
11,2,0,1,5.6,0,0,0,20
12,6,0,1,21.27,0,0,0,20
13,2,0,2,18.17,0,0,0,20
14,2,0,3,7.77,0,0,0,20
15,3,0,0,5.63,0,0,1,20
16,1,0,0,8.19,1,0,0,20
17,1,0,1,12.23,2,0,0,20
18,6,0,2,22.12,3,0,0,20
19,6,0,3,22.14,4,0,0,20
20,1,0,2,14.49,5,0,0,20
