idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,19.32,0,0,0,20
2,1,0,1,23.96,0,0,0,20
3,3,0,1,9.63,0,0,1,20
4,4,0,0,15.79,0,0,0,20
5,2,0,2,16.14,0,0,1,20
6,4,0,1,15.61,0,0,0,20
7,4,0,2,21.31,0,0,0,20
8,3,0,2,13.02,0,0,1,20
9,2,0,0,10.24,0,0,0,20
10,3,0,0,5.5,0,0,1,20
11,2,0,3,19.12,0,0,1,20
12,4,0,4,22.26,0,0,1,20
13,2,0,4,21.26,0,0,1,20
14,2,0,1,13.27,0,0,1,20
15,4,0,3,21.54,0,0,1,20
16,5,0,0,7.5,1,0,0,20
17,6,0,0,15.1,2,0,0,20
18,6,0,1,20.33,3,0,0,20
19,5,0,1,9.71,4,0,0,20
20,5,0,2,18.59,5,0,0,20
